"id","trx_hash","confirmation_source","trx_metadata","trx_status","created_at","updated_at","trace_id","transaction_confirmation_trace"
11117,"0xb47695a0cc6d908b485dec3b52e9fb050e37b45e72db9c79e048d36e3b440ef2","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xb47695a0cc6d908b485dec3b52e9fb050e37b45e72db9c79e048d36e3b440ef2"",""id"":""0xb47695a0cc6d908b485dec3b52e9fb050e37b45e72db9c79e048d36e3b440ef2a9000000"",""proposalId"":""4"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-21 10:21:39.457206","2025-10-21 10:25:15.69995","7878ea0c353ca5598d0057801ee98f4d","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T10:22:38.953Z""}]"
11118,"0x2e7db02ef5fa1fbf62684b731315f85f1a41711b2b8aa6028d629f6efb9a628d","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x2e7db02ef5fa1fbf62684b731315f85f1a41711b2b8aa6028d629f6efb9a628d"",""id"":""0x2e7db02ef5fa1fbf62684b731315f85f1a41711b2b8aa6028d629f6efb9a628d95000000"",""proposalId"":""24"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 10:21:39.682013","2025-10-21 10:25:14.545633","7878ea0c353ca5598d0057801ee98f4d","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T10:22:38.953Z""}]"
11119,"0x669d824fbf402c6550fdf197df6b1210c063e45ee972d464f31e16143de63a91","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x669d824fbf402c6550fdf197df6b1210c063e45ee972d464f31e16143de63a91"",""id"":""0x669d824fbf402c6550fdf197df6b1210c063e45ee972d464f31e16143de63a9194000000"",""proposalId"":""23"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 10:21:39.903592","2025-10-21 10:23:14.395159","7878ea0c353ca5598d0057801ee98f4d","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T10:22:38.953Z""}]"
11120,"0x327b2b2883cbf6caefffebe5fe31f3135964c527c04f08e5470410f23e41512b","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x327b2b2883cbf6caefffebe5fe31f3135964c527c04f08e5470410f23e41512b"",""id"":""0x327b2b2883cbf6caefffebe5fe31f3135964c527c04f08e5470410f23e41512b2a000000"",""proposalId"":""1"",""proposalType"":0,""blockNumber"":""8982349"",""blockTimestamp"":""1755173328"",""eventType"":""proposalAddeds""}","1","2025-10-21 10:21:40.025397","2025-10-21 10:25:14.995677","7878ea0c353ca5598d0057801ee98f4d","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T10:22:38.953Z""}]"
11121,"0x581647ca97d1d66c18119dcdf5dc1ac8048f6e40a062c13df61d2508d291721b","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x581647ca97d1d66c18119dcdf5dc1ac8048f6e40a062c13df61d2508d291721b"",""id"":""0x581647ca97d1d66c18119dcdf5dc1ac8048f6e40a062c13df61d2508d291721b8e000000"",""proposalId"":""17"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 10:21:40.081473","2025-10-21 10:25:19.35952","7878ea0c353ca5598d0057801ee98f4d","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T10:22:38.953Z""}]"
11122,"0x6980330a667e8f93fa27468ff0b485d71874e55b1b8e208c250a0b657276c43c","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x6980330a667e8f93fa27468ff0b485d71874e55b1b8e208c250a0b657276c43c"",""id"":""0x6980330a667e8f93fa27468ff0b485d71874e55b1b8e208c250a0b657276c43c9a000000"",""proposalId"":""29"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 10:21:40.083135","2025-10-21 10:25:23.248869","7878ea0c353ca5598d0057801ee98f4d","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T10:22:38.953Z""}]"
11123,"0x0c20c3e90c4022ac5443426f4f4d23f2456b4fab8ea0f500c70d43a9a52596ba","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x0c20c3e90c4022ac5443426f4f4d23f2456b4fab8ea0f500c70d43a9a52596ba"",""id"":""0x0c20c3e90c4022ac5443426f4f4d23f2456b4fab8ea0f500c70d43a9a52596bab4000000"",""proposalId"":""15"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-21 10:21:40.086147","2025-10-21 10:25:24.375963","7878ea0c353ca5598d0057801ee98f4d","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T10:22:38.953Z""}]"
11124,"0x7d1b814fc226cd139df23e8b87c02a499603e3b67d6da0264f663c5feee6e140","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x7d1b814fc226cd139df23e8b87c02a499603e3b67d6da0264f663c5feee6e140"",""id"":""0x7d1b814fc226cd139df23e8b87c02a499603e3b67d6da0264f663c5feee6e1409b000000"",""proposalId"":""30"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 10:21:40.089257","2025-10-21 10:23:17.464753","7878ea0c353ca5598d0057801ee98f4d","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T10:22:38.953Z""}]"
11125,"0xbd0706ce8a322b6b6951f28e4d19d88283e87081ab81398fef389377a54a1d47","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xbd0706ce8a322b6b6951f28e4d19d88283e87081ab81398fef389377a54a1d47"",""id"":""0xbd0706ce8a322b6b6951f28e4d19d88283e87081ab81398fef389377a54a1d4796000000"",""proposalId"":""25"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 10:21:40.099488","2025-10-21 10:25:16.487306","7878ea0c353ca5598d0057801ee98f4d","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T10:22:38.953Z""}]"
11126,"0xf6e60cdc00ec6edd76e19a1a41c45b6f11dee5a5b30d14c7a3ea6754d40d2e44","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xf6e60cdc00ec6edd76e19a1a41c45b6f11dee5a5b30d14c7a3ea6754d40d2e44"",""id"":""0xf6e60cdc00ec6edd76e19a1a41c45b6f11dee5a5b30d14c7a3ea6754d40d2e4499000000"",""proposalId"":""28"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 10:21:40.123332","2025-10-21 10:30:14.044191","7878ea0c353ca5598d0057801ee98f4d","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T10:22:38.960Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T10:22:38.953Z""}]"
