"id","trx_hash","confirmation_source","trx_metadata","trx_status","created_at","updated_at","trace_id","transaction_confirmation_trace"
5300,"0x0c20c3e90c4022ac5443426f4f4d23f2456b4fab8ea0f500c70d43a9a52596ba","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x0c20c3e90c4022ac5443426f4f4d23f2456b4fab8ea0f500c70d43a9a52596ba"",""id"":""0x0c20c3e90c4022ac5443426f4f4d23f2456b4fab8ea0f500c70d43a9a52596bab4000000"",""proposalId"":""15"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-20 13:39:04.802254","2025-10-20 13:41:23.854126","6e35db3304bbf1cad2dd0570c5786c26","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-20T13:39:39.925Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-20T13:39:39.916Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-20T13:39:39.922Z""}]"
5301,"0xf6e60cdc00ec6edd76e19a1a41c45b6f11dee5a5b30d14c7a3ea6754d40d2e44","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xf6e60cdc00ec6edd76e19a1a41c45b6f11dee5a5b30d14c7a3ea6754d40d2e44"",""id"":""0xf6e60cdc00ec6edd76e19a1a41c45b6f11dee5a5b30d14c7a3ea6754d40d2e4499000000"",""proposalId"":""28"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-20 13:39:04.806571","2025-10-20 13:40:32.65449","6e35db3304bbf1cad2dd0570c5786c26","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-20T13:39:39.925Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-20T13:39:39.916Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-20T13:39:39.922Z""}]"
5302,"0x24f82be156253ec04962e4d2dd42ca7c2fd77422d110c7baf72a974741c3c361","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x24f82be156253ec04962e4d2dd42ca7c2fd77422d110c7baf72a974741c3c361"",""id"":""0x24f82be156253ec04962e4d2dd42ca7c2fd77422d110c7baf72a974741c3c361af000000"",""proposalId"":""10"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-20 13:39:04.799333","2025-10-20 13:39:42.781528","6e35db3304bbf1cad2dd0570c5786c26","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-20T13:39:36.800Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-20T13:39:36.811Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-20T13:39:36.799Z""}]"
5303,"0xbd0706ce8a322b6b6951f28e4d19d88283e87081ab81398fef389377a54a1d47","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xbd0706ce8a322b6b6951f28e4d19d88283e87081ab81398fef389377a54a1d47"",""id"":""0xbd0706ce8a322b6b6951f28e4d19d88283e87081ab81398fef389377a54a1d4796000000"",""proposalId"":""25"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-20 13:39:04.821965","2025-10-20 13:41:27.8548","6e35db3304bbf1cad2dd0570c5786c26","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-20T13:39:39.925Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-20T13:39:39.916Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-20T13:39:39.922Z""}]"
5304,"0x6980330a667e8f93fa27468ff0b485d71874e55b1b8e208c250a0b657276c43c","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x6980330a667e8f93fa27468ff0b485d71874e55b1b8e208c250a0b657276c43c"",""id"":""0x6980330a667e8f93fa27468ff0b485d71874e55b1b8e208c250a0b657276c43c9a000000"",""proposalId"":""29"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-20 13:39:04.82318","2025-10-20 13:40:14.861011","6e35db3304bbf1cad2dd0570c5786c26","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-20T13:39:39.925Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-20T13:39:39.916Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-20T13:39:39.922Z""}]"
5305,"0xdd25dd49d6c8aa83874697f74852c2c591e74b0c0db8a6ec23024683826a729a","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xdd25dd49d6c8aa83874697f74852c2c591e74b0c0db8a6ec23024683826a729a"",""id"":""0xdd25dd49d6c8aa83874697f74852c2c591e74b0c0db8a6ec23024683826a729aab000000"",""proposalId"":""6"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-20 13:39:04.823366","2025-10-20 13:42:22.536895","6e35db3304bbf1cad2dd0570c5786c26","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-20T13:39:39.925Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-20T13:39:39.916Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-20T13:39:39.922Z""}]"
5306,"0xcd3cf780bcef961fd49c28ae5282c0887f4f2b25955dbee5f9e38e97aca4611e","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xcd3cf780bcef961fd49c28ae5282c0887f4f2b25955dbee5f9e38e97aca4611e"",""id"":""0xcd3cf780bcef961fd49c28ae5282c0887f4f2b25955dbee5f9e38e97aca4611ea7000000"",""proposalId"":""2"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-20 13:39:04.824018","2025-10-20 13:41:28.864703","6e35db3304bbf1cad2dd0570c5786c26","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-20T13:39:39.925Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-20T13:39:39.916Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-20T13:39:39.922Z""}]"
5307,"0x5523c7dcec3c4bd7e93acda6577ef64e8940df3c8b4dee28cd08b0bc688463b3","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x5523c7dcec3c4bd7e93acda6577ef64e8940df3c8b4dee28cd08b0bc688463b3"",""id"":""0x5523c7dcec3c4bd7e93acda6577ef64e8940df3c8b4dee28cd08b0bc688463b3b2000000"",""proposalId"":""13"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-20 13:39:04.809772","2025-10-20 13:42:15.73781","6e35db3304bbf1cad2dd0570c5786c26","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-20T13:39:39.925Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-20T13:39:39.916Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-20T13:39:39.922Z""}]"
5308,"0xac15b0ef6d7cf9f61d9a9c471e89b34ad22dcd35179c3c89651b13807907d8fb","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xac15b0ef6d7cf9f61d9a9c471e89b34ad22dcd35179c3c89651b13807907d8fb"",""id"":""0xac15b0ef6d7cf9f61d9a9c471e89b34ad22dcd35179c3c89651b13807907d8fb90000000"",""proposalId"":""19"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-20 13:39:04.845187","2025-10-20 13:41:15.695446","6e35db3304bbf1cad2dd0570c5786c26","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-20T13:39:39.925Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-20T13:39:39.916Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-20T13:39:39.922Z""}]"
5309,"0x7587358d3c7934b0ed3bd759dd7316a3f104438260377b491401db8f56676e1f","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x7587358d3c7934b0ed3bd759dd7316a3f104438260377b491401db8f56676e1f"",""id"":""0x7587358d3c7934b0ed3bd759dd7316a3f104438260377b491401db8f56676e1f8f000000"",""proposalId"":""18"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-20 13:39:04.846989","2025-10-20 13:40:15.131859","6e35db3304bbf1cad2dd0570c5786c26","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-20T13:39:39.925Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-20T13:39:39.916Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-20T13:39:39.922Z""}]"
