"id","trx_hash","confirmation_source","trx_metadata","trx_status","created_at","updated_at","trace_id","transaction_confirmation_trace"
6500,"0x24f82be156253ec04962e4d2dd42ca7c2fd77422d110c7baf72a974741c3c361","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x24f82be156253ec04962e4d2dd42ca7c2fd77422d110c7baf72a974741c3c361"",""id"":""0x24f82be156253ec04962e4d2dd42ca7c2fd77422d110c7baf72a974741c3c361af000000"",""proposalId"":""10"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-21 09:23:17.155659","2025-10-21 09:24:30.759277","e1a08ead37d55e4671fa154fc19a2f0f","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T09:23:40.169Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}]"
6501,"0x11f508a1b5ef094dbda58ff9496c7d3ef89725de826b24bf238a038d15564eee","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x11f508a1b5ef094dbda58ff9496c7d3ef89725de826b24bf238a038d15564eee"",""id"":""0x11f508a1b5ef094dbda58ff9496c7d3ef89725de826b24bf238a038d15564eeeb3000000"",""proposalId"":""14"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-21 09:23:17.15832","2025-10-21 09:23:36.307528","e1a08ead37d55e4671fa154fc19a2f0f","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T09:23:32.659Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T09:23:32.673Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T09:23:32.747Z""}]"
6502,"0x7d1b814fc226cd139df23e8b87c02a499603e3b67d6da0264f663c5feee6e140","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x7d1b814fc226cd139df23e8b87c02a499603e3b67d6da0264f663c5feee6e140"",""id"":""0x7d1b814fc226cd139df23e8b87c02a499603e3b67d6da0264f663c5feee6e1409b000000"",""proposalId"":""30"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 09:23:17.170495","2025-10-21 09:29:15.893769","e1a08ead37d55e4671fa154fc19a2f0f","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T09:23:40.169Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}]"
6503,"0x18bd0205e600123291e95fe3237c83af659ef523a8a3dc2b9b8e7941e61f924e","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x18bd0205e600123291e95fe3237c83af659ef523a8a3dc2b9b8e7941e61f924e"",""id"":""0x18bd0205e600123291e95fe3237c83af659ef523a8a3dc2b9b8e7941e61f924eac000000"",""proposalId"":""7"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-21 09:23:17.171345","2025-10-21 09:23:44.857056","e1a08ead37d55e4671fa154fc19a2f0f","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T09:23:37.123Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T09:23:37.044Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T09:23:37.042Z""}]"
6504,"0xb04af3f0a7ada9075c22b76d009098ba2e138f09b015d4560a201f331aa1185e","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xb04af3f0a7ada9075c22b76d009098ba2e138f09b015d4560a201f331aa1185e"",""id"":""0xb04af3f0a7ada9075c22b76d009098ba2e138f09b015d4560a201f331aa1185e92000000"",""proposalId"":""21"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 09:23:17.171775","2025-10-21 09:26:13.920766","e1a08ead37d55e4671fa154fc19a2f0f","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T09:23:40.169Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}]"
6505,"0x2051ea2236f0fb413726c1e0352a2ac32fb1c08c7e285418ad6ef6a5ed98c3be","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x2051ea2236f0fb413726c1e0352a2ac32fb1c08c7e285418ad6ef6a5ed98c3be"",""id"":""0x2051ea2236f0fb413726c1e0352a2ac32fb1c08c7e285418ad6ef6a5ed98c3bead000000"",""proposalId"":""8"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-21 09:23:17.172347","2025-10-21 09:23:45.266592","e1a08ead37d55e4671fa154fc19a2f0f","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T09:23:37.123Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T09:23:37.044Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T09:23:37.042Z""}]"
6506,"0xcd3cf780bcef961fd49c28ae5282c0887f4f2b25955dbee5f9e38e97aca4611e","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xcd3cf780bcef961fd49c28ae5282c0887f4f2b25955dbee5f9e38e97aca4611e"",""id"":""0xcd3cf780bcef961fd49c28ae5282c0887f4f2b25955dbee5f9e38e97aca4611ea7000000"",""proposalId"":""2"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-21 09:23:17.172906","2025-10-21 09:26:22.860197","e1a08ead37d55e4671fa154fc19a2f0f","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T09:23:40.169Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}]"
6507,"0x669d824fbf402c6550fdf197df6b1210c063e45ee972d464f31e16143de63a91","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x669d824fbf402c6550fdf197df6b1210c063e45ee972d464f31e16143de63a91"",""id"":""0x669d824fbf402c6550fdf197df6b1210c063e45ee972d464f31e16143de63a9194000000"",""proposalId"":""23"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 09:23:17.173393","2025-10-21 09:26:17.455264","e1a08ead37d55e4671fa154fc19a2f0f","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T09:23:40.169Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}]"
6508,"0xf6e60cdc00ec6edd76e19a1a41c45b6f11dee5a5b30d14c7a3ea6754d40d2e44","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0xf6e60cdc00ec6edd76e19a1a41c45b6f11dee5a5b30d14c7a3ea6754d40d2e44"",""id"":""0xf6e60cdc00ec6edd76e19a1a41c45b6f11dee5a5b30d14c7a3ea6754d40d2e4499000000"",""proposalId"":""28"",""proposalType"":0,""blockNumber"":""8982694"",""blockTimestamp"":""1755177480"",""eventType"":""proposalAddeds""}","1","2025-10-21 09:23:17.174032","2025-10-21 09:26:30.759608","e1a08ead37d55e4671fa154fc19a2f0f","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T09:23:40.169Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}]"
6509,"0x5523c7dcec3c4bd7e93acda6577ef64e8940df3c8b4dee28cd08b0bc688463b3","graph","{""__typename"":""ProposalAdded"",""transactionHash"":""0x5523c7dcec3c4bd7e93acda6577ef64e8940df3c8b4dee28cd08b0bc688463b3"",""id"":""0x5523c7dcec3c4bd7e93acda6577ef64e8940df3c8b4dee28cd08b0bc688463b3b2000000"",""proposalId"":""13"",""proposalType"":0,""blockNumber"":""8982538"",""blockTimestamp"":""1755175596"",""eventType"":""proposalAddeds""}","1","2025-10-21 09:23:17.160848","2025-10-21 09:25:38.452196","e1a08ead37d55e4671fa154fc19a2f0f","[{""status"": ""completed"", ""service"": ""proposal-update"", ""timestamp"": ""2025-10-21T09:23:40.169Z""}, {""status"": ""completed"", ""service"": ""dao-service"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}, {""status"": ""completed"", ""service"": ""user-management"", ""timestamp"": ""2025-10-21T09:23:40.168Z""}]"
